"[1위 기업의 1등 인재]회사도 결국 사람이 모인 조직이기에, 어떤 회사인가 알기 위해서는 어떤 사람들을 만드는 곳인가 알아야 한다고 생각합니다. 삼성전자는 TV 제품을 통해 이미 세계 점유율 1위를 달성한 바 있는 글로벌한 업계 선두 그룹이지만 항상 더 나은 인재, 최고의 인재가 일하고 싶어하는 기업이라는 정성적인 목표를 추구합니다.이러한 인재경영적 전략방향에서 조직 속 개인의 중요성에 대한 의식이 저의 가치관과 부합한다고 생각했습니다. 더욱이 전자기기 없는 일상을 상상할 수 없을 만큼 많은 공적, 사적 일과를 IT를 통해 수행하면서 직접 느낀 혜택을 더 많은 사람이 누릴 수 있도록 서포트하고 싶다고 결심했습니다. IT업계 No.1의 비전을 이루기 위한 No.1 professional이 되겠습니다.[Smart 기술을 Easy하게 보여주기]기술의 발달과 시장의 니즈로 인해 DS, IM 분야는 물론이고 CE 파트까지 스마트 기술의 확보가 시장 점유로 직결됩니다. 많은 소비자가 전자 제품 구매 전에 특히 더 광범위한 정보 수집을 거치는 점을 고려할 때 삼성만의 스마트한 강점을 더 많은 사람들이 필요하다고 느끼게 하고 싶습니다. 즉 더 쉽게 보여주는 마케팅을 기획하겠습니다. 미디어 특성에 대한 이해를 바탕으로 국가별 차별화된 포지셔닝 전략을 시행할 것입니다. 이를 통해 글로벌 Top 5를 향한 한 걸음에 일조하고 싶습니다. 710자1,172                    "
"[공정연구 분야의 리소그래피 전문가가 되겠습니다.]삼성전자를 선택한 이유는 제가 가진 경험과 역량에 가장 잘 부합하여 회사의 발전을 도모할 수 있는 곳이라고 생각했기 때문입니다.  반도체 공정에 관심을 갖게 된 계기는 ‘무기공업화학’이라는 과목을 수강하면서부터 이었습니다. 흔한 물질인 규소가 최첨단 스마트폰, PC등 모든 전자제품의 시작이라는 사실을 알게 되었습니다. 그 후 반도체공정공학 수업을 통해 반도체의 원리, 종류, 공정의 기초에 관한 지식을 쌓았고 SEMI에서 주최하는 반도체공정교육에 참가하여 리소그래피 분야에 관해 더욱 자세히 알게 되었습니다. 또한 연구개발의 기본은 분석이라고 생각했기에 ‘연구장비 엔지니어’ 교육에 참가하여 SEM, TEM, XRD 등 분석장비의 기본원리와 쓰임에 대해 알아가고 있습니다. 제가 쌓아온 경험과 역량은 학습과 창조로 세상을 변화시키는 인재로서 삼성전자의 공정연구개발 분야의 발전에 기여할 것입니다. 미래 반도체 생산의 핵심은 리소그래피 분야가 될 것입니다. 얼마나 작은 패턴을 웨이퍼에 새길 수 있느냐에 따라 제품의 성능과 수익이 달라질 것으로 예상됩니다. 저는 삼성전자 메모리사업부 리소그래피 팀의 일원으로서 다가올 10nm 제품양산에 기여하고 나아가 7nm 공정개발의 주역으로 거듭나겠습니다.                         653자1,116                    "
"그동안의 플랜트 산업은 대부분 육상플랜트에 집중되어 있었습니다. 하지만, 육상플랜트는 사업지의 대부분이 중동에 몰려있으며, 자원이 한정되어있다는 큰 약점을 지니고 있습니다. 그렇기 때문에 지구의 70%를 차지하는 바다에서 자원을 얻는 해양플랜트에 큰 관심을 가지게 되었고 제 전공을 활용하여 해양플랜트의 건조에 참여하고 싶다는 생각을 하게 되었습니다. 초기에는 막연히 해양플랜트 산업에서의 근무만을 원했지만, 공정제어의 수강을 계기로 본격적으로 플랜트 설계 분야에 대한 확고한 목표를 가지게 되었습니다. 제 목표는 기본설계 부문의 발전을 이룩하는 것입니다. 이를 통해 해양플랜트의 기본설계부터 건조까지 일괄적으로 진행하는 프로젝트에 참여하고 싶습니다. 그런 의미에서 삼성중공업은 제 목표와 부합되는 목표를 가지고 있습니다. 삼성중공업은 현재의 위치에 만족하지 않고 판교 R&D센터의 설립을 통해 기본설계의 기술발전을 위해 노력하고 있습니다. 이렇듯 미래를 위한 투자와 도전을 하는 회사에서 일하고 싶기에 삼성중공업에 지원하게 되었습니다.이를 위해 공정제어 외에 분리정제의 수강을 통해서 증류에 대해 배울 수 있는 기회를 얻어 전공에 대한 이해도를 높였습니다. 또한, 인턴 근무를 통한 실무 경험을 통해 제 목표의식을 더욱 확고히 했습니다.이러한 목표와 준비를 바탕으로 삼성중공업에서 근무하며 해양플랜트 발전의 일각을 담당하고 싶습니다.                         703자1,222                    "
"[삼성이라는 의미]삼성물산은 글로벌 리딩 컴퍼니, 최고 등의 다양한 수식어가 있지만, `신뢰`라는 단어가 제게는 가장 와 닿습니다. 부르즈 칼리파부터 현재 진행되는 S3 프로젝트까지 `삼성이라면 믿을 수 있다`는 인식이 스며들면서, 최고의 회사와 함께 믿음의 가치실현을 하고 싶다는 생각이 들었습니다. 신뢰를 바탕으로 세상에 이로움이 되는 꿈을 삼성물산에서 이루고 싶습니다.[NEW 삼성물산의 시너지]올해 제조회사 인턴을 하면서 협업을 위한 소통 능력을 기를 수 있었습니다. Project Manager로서 현장 공부를 하면서 실무자와의 소통능력을 기르고 소재 구매와 관리업무 등을 다양한 경험을 했습니다. 그중에서도 생산공정의 비효율을 개선했던 일이 기억에 남습니다.불규칙한 제품 포장방법과 운반 시간 때문에 병목현상이 생기는 비효율이 있었습니다. 담당자님께 건의하여 함께 연구하고 현장 실무자들과 소통하면서 포장방법의 정확한 기준을 만들고, 제품 운반용 특별 수레라는 개선방안을 찾았습니다. 결국, 공정소요시간의 20%를 절감할 수 있었습니다.현장에서의 경험을 통해 각 요소가 시너지를 내도록 돕는 현장 마케팅 업무에 매력을 느끼며, 가장 잘할 수 있는 일이라 생각합니다. 현재, 삼성물산은 각 부문의 시너지 창출로 새로운 성장을 꿈꾸고 있습니다. 시너지를 내는 인재가 되어 건설 부문이 세상에 이바지하는데 보탬이 되고 싶습니다. 708자1,199                    "
"[공학자의 애착과 장인정신]삼성전자는 현재 메모리 반도체 시장을 주도하고 있습니다. 이를 통해 인정받은 기술력과 시장지위로 비메모리 반도체 분야에서도 점유율을 높여갈 것으로 생각합니다. 이런 굴지의 기업에서 생산설비를 보전, 관리하는 직무를 수행하는 것은 제 분야의 기술력을 개발하여 능력 있는 엔지니어로 성장할 기회라고 생각합니다. 이를 통해 삼성전자의 핵심인재로서 비메모리 반도체 점유율 세계 1위를 달성하는데 일조하고 싶어 지원하게 되었습니다.저는 직업윤리 중 천직의식을 가장 중요하게 여깁니다. 천직의식이란 ‘자신이 하는 일보다 타인의 직업이 수입이 많고 지위가 높더라도 자신의 직업에 긍지를 느끼며 열성을 갖고 임하는 것’입니다. 그 이유는 천직의식을 갖춘 엔지니어는 자신이 생산에 일조한 제품에 대한 애착 즉, 장인정신을 갖기 때문입니다. 저는 어려서부터 소유물에 대한 애착이 깊었습니다. 각종 전자 기기, 컴퓨터 등 항상 최상의 상태를 유지하기 위해 지속적인 관리와 청소를 하는 꼼꼼한 성격을 가졌습니다. 초기투자비용과 생산설비의 가치가 막대한 반도체 생산공정에서 그 설비들과 제품에 대한 애착이야말로 그것들을 보전하고 관리하는 데 필요한 자질이라고 생각합니다. 저의 이런 장점을 최대화하여 삼성전자의 핵심 인재로 성장하고 싶습니다. 나아가 훗날 후배 동료에게도 영감을 주어 그들의 성장에 긍정적 본보기가 되는 선배가 되고 싶습니다.                         707자1,230                    "
"[어머니를 위한 refricon개발의 꿈.] 무더운 여름, 부엌에서 요리하시며 땀을 흘리시던 어머니는 에어컨을 틀지 않으셨습니다. 거실에 있는 에어컨으로 부엌까지 냉방을 하려면 전기세가 많이 든다는 이유였습니다. 그런 어머니의 모습을 보며 냉장고에 소형에어컨을 결합했으면 좋겠다는 아이디어가 떠올랐습니다. 냉장고와 에어컨이 결합하여 있으면 에어컨 냉방능력이 작아도 부엌을 냉방 하기에 충분하며 그렇게 되면 어머니의 전기세 부담도 줄 것으로 생각했기 때문입니다. 냉장고와 에어컨은 기본적으로 증발 잠열을 이용하기에 둘의 결합은 불가능한 것이 아닙니다. 저는 이를 냉장고의 refri와 에어컨의 con을 합쳐 refricon이라 이름 지었습니다. 또 가족을 위해 땀을 흘리시는 어머니들의 더위를 식혀줄 refricon개발은 제 꿈이 되었습니다. NASA는 2100년엔 아프리카의 평균 온도가 39도에서 45도까지 치솟을 것으로 예상했습니다. 이런 지구온난화는 전 세계에 공통되는 사항입니다. 그러므로 미래에는 에어컨시장이 더욱 커질 것입니다. 이런 상황에서 refricon은 에어컨시장에 새 주역이 될 것입니다. 대부분 사람은 refricon개발이 말도 안 된다며 무시하고 비하할 것입니다. 하지만 늘 앞선 변화를 선도하는 가치를 가진 삼성전자는 제 꿈의 가치를 안다고 생각합니다. 그것이 제가 삼성을 선택한 이유입니다.                         695자1,155                    "
"저의 평소 생활신조는 ‘경험이 지식을 완성한다’입니다. 중간고사 및 기말고사로 평가되는 시스템 속에서 기계공학을 전공하였습니다. 하지만 학기가 끝난 후에도 제가 그동안 무엇을 배웠는지, 배운 것을 어디에 이용할 수 있는지 명확하게 알지 못 했습니다. 하지만 학과 내 전공수업에서 여러 프로젝트를 수행하면서 배운 것을 어떻게 사용하는지 조금이나마 알 수 있게 되었습니다. 이 과정에서 저의 역량을 계발하기 위해선 경험이 가장 중요함을 알게 되었습니다. 그렇기 때문에 저는 제 역량을 월등히 발전시켜줄 수 있는 기업을 가장 먼저 고려합니다. 삼성전자는 세계에서 알아주는 일류 기업입니다. 전자제품을 생산하는 기업으로 최고의 기술력을 보유하고 있으며 세계의 일류 기업과 어깨를 나란히 하고 있습니다. 이는 사회에 발을 막 들여놓기 시작하는 엔지니어에게 최고의 경험이고 기회라고 생각합니다. 기계공학을 공부하면서 그 안의 여러 분야들을 조금씩 경험해 보았을 뿐입니다. 그렇기 때문에 기계 엔지니어로써 어느 한 분야의 전문가가 되는 것은 최고의 경험이자 목표라고 생각합니다. 삼성전자에서 일하면서 10년 뒤에는 기계 엔지니어로써 제 업무에 관한 장인이 되는 것이 저의 목표입니다. 이 목표를 삼성전자와 함께 이루어나가고 싶습니다.                         639자1,105                    "
"2008년 금융위기 이후 저성장 기조가 장기화되고 금융에 대한 고객의 니즈에 커다란 변화가 생기면서, 삼성선물은 새로운 도전에 직면하게 되었습니다. 이러한 금융환경의 변화에 대응하기 위해선 고객에게 차별화된 가치를 제공해야하며 이를 위해 시대적 요구에 맞는 융복합적인 인재가 필요하다고 생각하여 지원하게 되었습니다. 저는 오래전부터 IT와 금융의 융복합은 필수적이라 생각하였기에, 학부시절 컴퓨터과학을 전공하고 졸업 이후 증권투자상담사, 파생상품투자상담사등 금융 자격증을 취득하며 통섭적인 안목을 키우기 위해 노력해 왔습니다. 금융의 본질과 규제 등을 이해하며 IT 신기술 개발을 하는 것은 남들과 차별화 되는 능력이며 협업을 함에 있어서도 이해와 통찰면에서 큰 이점을 가질 것입니다. 또한 육군 해킹방어대회 참가 경험을 바탕으로 고객정보보호에 대한 부분과 IT***에 대한 안정성 보장부분에 대해서도 심도깊은 생각을 해볼 수 있었습니다. 이러한 준비를 바탕으로 동부증권에 입사하여 빠르게 업무를 배워나가고, 다양한 사람들과의 협업을 통해 실무 경험을 쌓겠습니다. 입사 후 10년 이내에는 핀테크 시스템, 빅데이터, 클라우드등 다양한 IT업무를 경험하여 통합적인 안목을 가지고 미래사회를 선도할 수 있는 고객지향형 시스템 구축을 해내겠습니다.                         647자1,117                    "
저는 복학과 동시에 초등학생 교육봉사활동을 시작했습니다. 이 활동을 통해서 아이들과 만나면서 아이들의 순수함에 웃으며 더 즐겁게 하루를 보낼 수 있었습니다. 취미/특기 : 등산/장기존경인물/존경이유장영실 / 과학을 이용한 발명품을 이용해서 사람들의 생활 편의성을 향상시켜서입니다                         165자282                    
"[인류에 공헌하고 있는 회사] 공학을 선택하고 반도체 물질을 연구하면서 생각한 것은 ‘인류에 공헌할 수 있는 연구자가 되자’입니다. 끊임없는 학습과 창조를 통하여 세상은 발전하였으며 인공위성과 인터넷을 통하여 전 세계가 하나가 되었고 다양한 전자기기 속에는 반도체 부품이 존재하고 있습니다. ‘세계 최고’라는 수식어가 붙는 반도체 제품이 ‘삼성전자 메모리사업부’에서 개발이 되고 있으며 그 개발 주역들이 팀을 이루고 있습니다. 그 일원이 되어 최고의 선배들에게 기술 개발을 향한 열정과 몰입을 배울 수 있을 것이라 생각하여 선택하였습니다.[메모리 사업부에 공헌 할 수 있는 연구자] 삼성전자 DS부문, 메모리 사업부에서 ‘미래를 위한 기술’에 공헌하고 싶습니다. 신소재공학과 화학공학을 전공하며, 반도체에 대한 재료적, 화학적 기초를 공부하였습니다. 학습을 통한 이론적 경험과 실험을 통한 실무적 경험을 바탕으로 ‘세계 최초’의 제품을 만들기 위하여 시대의 흐름을 파악하고 창조적인 혁신을 추구하고자 합니다. 522자900                    "
"[대학시절 배운 기초강의 지식을 바탕으로 직무 전문가로 발전]가장 흥미롭게 수강했던 과목이 프로그래밍 언어론과 데이터베이스입니다. 프로그래밍 언어론에서는 프로그래밍 언어의 여러가지 특징과 장단점을 이해하고, 프로그래밍 언어의 문법과 의미를 표현하는 방법을 배우며, 여러 구성요소가 실제로 구현되는 방식을 공부함으로써 제가 사용하고 있는 언어를 보다 깊이 이해하고 새로운 언어를 쉽게 배울 수 있게 되었습니다. 더하여 객체지향 언어와 절차지향 언어의 차이를 근원부터 배워 장단점 역시 습득하였습니다.데이터베이스에서는 기본적인 SQL과 관계대수를 바탕으로 프로그래밍 능력을 배양하고, 개체관계 모델링 방법을 깨우쳤습니다. 또한 데이터들을 효율적으로 관리하기 위한 정규화에 대한 내용 역시 배웠습니다. 더하여 질의 처리, 질의 최적화에 대한 대략적인 개요를 얻었습니다. 마지막으로는 웹게시판 개발 프로젝트를 부여받았습니다. JDBC의 역량은 흔하다고 생각하신 교수님께서 JAVA 서블릿을 통해 구현하도록 언어를 제한하셨습니다. 뿐만아니라 MySQL과  톰캣을 연동하게끔 과제를 부여하셨습니다. 완벽히 구현하여 제출한 덕분에 흥미와 비례하여 A+을 얻을 수 있었습니다.이러한 능률은 팀원을 믿고 맡기는 회사의 자유로운 분위기에서 극대화 될 수 있습니다. 그리고 이에 가장 적합한 회사는 자율출퇴근제와 비즈니스캐쥬얼을 지향하는 삼성일 것입니다.                         705자1,217                    "
"[선택과 집중, 2차전지!]인류의 고민 중 하나는 `에너지 고갈`입니다. 2학년 때, 에너지수지 설계에서 이 문제를 해결하기 위한 `미래에너지` 프로젝트를 진행한 적이 있습니다. 그때 처음 2차전지를 접했고, 휴대폰, 카메라 같은 소형전지부터 자동차용 전지까지 무궁무진한 영역과 발전 가능성에 매력을 느꼈습니다. 삼성SDI뿐만 아니라 타 대기업에서도 미래 먹거리인 2차전지 사업에 후발주자로 뛰어들고 있습니다. 그중 삼성SDI는 작년 2조 원에 달하는 화학, 방위산업 계열사를 매각하면서 주력사업에 선택과 집중을 하겠다는 뜻을 보였습니다. 그런 점에서 삼성SDI라면 공동의 목표에 함께 집중해서 도달할 수 있을 것이라 확신했습니다.[전지계 강자]화공기사 실기 실험인 단증류를 실험할 때, 10시간의 실험을 통해 오차율을 15%에서 1%까지 줄인 경험이 있습니다. 첫 실험에서 15%의 오차율을 얻은 후 가열 온도, 관의 기울기 등 여러 가지 변화를 주며 실험을 했고, 1%까지 오차율을 줄일 수 있었습니다. 이 과정에서 데이터를 분석하여 최적의 조건으로 수정해 나가는 과정에 매력을 느꼈고, 기술직 또한 이런 모습의 확대판이라 생각합니다. 공정에서 발생하는 문제에 대해 분석 및 수정하여 공정을 최적화하고 고품질의 제품을 생산함으로써 5년 내 리튬이온 2차전지뿐만 아니라 전기자동차용 전지에서도 업계 1위를 차지하는 것에 보탬이 되겠습니다.                         710자1,193                    "
"******의 [사회지도자급 인재멘토링]에서 ***사장님께 `리더십멘토링`을 1년이상 받은 경험이 있습니다. 멘티로 지원할 당시는 문과생으로서 IT에 대한 깊은 지식은 많이 부족했지만, 오히려 제가 잘 모르는 분야였기에 ""배움으로써 부족함을 극복""하고 싶었습니다. 그 결과 공대생인 멘티 동기들과 함께 멘토링을 받을 수 있었고, 저희는 사장님의 초청으로 ‘4세대 인텔 코어 프로세서’ 신제품 발표회에 참석하였습니다. 신제품 발표회에서는 ‘이 조그만 전자칩 하나가 어떻게 전자기기를 움직이고 삶을 편리하게 하는지’에 대해 설명을 들을 수 있었습니다. 눈으로 보기에 작은 기기에도 수많은 기술이 집적되어 있다는 사실이 매우 흥미로웠고, IT가 얼마나 세상을 `혁신적`으로 바꿀 수 있는지 깨달았습니다. 이를 계기로 ‘삼성’이라는 브랜드가 더욱 눈에 들어오기 시작했습니다. 몇 년째 저와 함께한 삼성 휴대폰부터, TV, 노트북 등, 삶을 편리하게 하는 이 제품들이 “어떻게 생산되고 전파되는지에 대해 관심”을 갖게 되었습니다. 이로써 ‘세상을 혁신적으로 바꾸고 있는 삼성`에 입사하고 싶은 목표가 생겼습니다. 지원한 영업마케팅에서 중요한 것 중 하나가 ‘참신한 기획력’일 것입니다. 삼성에 입사하여 ""제가 기획한 아이디어가 실현되어 세상에 전파되는 것""을 직접 경험하고 싶은 제 꿈을 이룰 수 있도록 노력하겠습니다.                         689자1,173                    "
"[첫 반도체를 삼성에서]학부시절 때 반도체설계교육센터에서 오류 정정부호알고리즘을 사용한 시스템반도체 설계를 하였습니다. 여러 교육을 받은 후 2년 동안 고생하여 팀원과 함께 나온 결과물을 받았을 때 그 뿌듯함을 잊을 수 없습니다. 그때 삼성 0.13㎛ 공정을 사용하였고 칩 테스트를 마치고 반도체 설계 작품 경진대회에서 참여해 수상하는 기쁨도 함께 했습니다. 그 첫 반도체를 만든 삼성에서 일하고 싶다고 꿈을 키웠고 그 꿈을 이루고 싶어 지원하게 되었습니다.[30년 간 동료들의 기억 속에서]저는 30년 뒤에도 삼성전자 메모리사업부를 말하면 제 이름이 떠오르도록 만드는 것이 목표입니다. 그래서 저는 5년 동안, 전체적인 공정의 특성과 이해를 중요시하고 타 부서와의 연계성을 찾기 위해 발로 뛰며, 새로운 지식을 얻을 뿐더러 직무 관련 노하우의 기반을 닦을 것입니다. 더욱이 어학 공부를 통한 자기 개발에 힘쓰는 사원, 봉사 활동으로 기업의 사회적 책임을 다하는 사원이 될 것입니다.따라서 5년 뒤의 저를 그려보면, 효율적으로 일 할 수 있는 방법을 찾아 팀원들 간의 협력 유지에 주력하는 주축이 되어 삼성에 기여하는 인재로 그려집니다. 동료들의 기억 속에 사는 목표를 갖고 삼성이 더욱 발전하는데 도움을 주는 구성원이 되겠습니다.                         645자1,097                    "
"[믿고 쓰는 삼성]대학교 4학년 때 폴란드로 교환학생을 갔을 때, 현재 위치를 알기 위해 GPS를 켰습니다. 삼성 핸드폰을 사용하고 있는 저의 핸드폰만 GPS 기능이 작동했고, 삼성의 진가를 다시 한 번 느낄 수 있었습니다.삼성은 소프트웨어 정의 네트워킹을 개발하는 등 최고수준의 네트워크 기술을 보유하고 있습니다. 세계 네트워크에 우위를 점하려면 차별화된 멀티미디어 서비스와 같은 개발이 필요하며, 이를 위해 창의적인 사고를 갖춘 인재가 필요하다고 생각합니다.#창의성을 갖춘 인재저는 TRIZ 자격증을 취득하는 과정에서 창의적 설계방법에 대해 배우고, 최신 IT기기인 립모션을 활용한 수화번역을 주제로 3차원 배열의 저장기법을 다루는 창의적인 알고리즘을 구현하여 특허를 출원한 경험이 있습니다. 저의 창의적인 사고로 삼성의 글로벌 경쟁력을 강화시키는 데 도움이 될 것을 약속드립니다.[IoT 보안 전문가]삼성에 입사하게 되면 새로운 기술을 익히는데 주저하지 않고 적극적으로 질문하고 배우겠습니다. 그리고 글로벌 시대를 주도하기 위한 성장사업 분야인 Cloud, IoT, Big Data 등의 성공적 실현을 위한 최적화된 보안 프로그램을 구축할 것이며, 그렇게 제가 구축한 시스템을 운영 및 유지보수 하는 일을 하고 싶습니다. 그 후 시스템 전문역량의 프로의식과 열정 그리고 사명감으로 삼성과 함께 미래를 열어가고 싶습니다.                         703자1,181                    "
"제가 다른 사람들과 가장 차별되는 점은 바로 ＂긍정적 에너자이저＂라는 것입니다. ＂긍정적 에너자이저＂란 긍정적인 생각과 태도를 통해 주위의 사람들에게 ＇긍정 에너지＇를 전달하는 사람을 말합니다. 항상 긍정적인 사고를 하고, 희망과 열정이 담긴 말과 행동을 통해 본인뿐만 아니라 주변 사람들까지 긍정적이고 기분 좋게 만듭니다. 웃음은 가장 강력한 긍정 에너지 전달 수단이기도 합니다. 웃음을 통해 주위에 긍정 에너지를 전달함으로써 많은 긍정적인 변화를 일으킬 수 있습니다. 예전에 저의 군 생활 초창기에 저의 후임 중 한명이 군 생활에 대한 부담감 때문에 힘들어 하던 시절이 있었습니다. 부정적인 마인드로 생활하다 보니 그 친구의 얼굴은 항상 굳어있었고, 실수도 많이 하게 되었습니다. 그때 제가 사용한 방법이 웃음을 통한 긍정 에너지의 전달이었습니다. 실수를 하거나 힘들어 할 때, 꾸짖거나 얼굴을 찌푸리고 이야기하는 것이 아니라 웃는 얼굴로 긍정적인 충고들을 많이 해주었습니다. 일상생활을 할 때에도 항상 즐겁게 대화하고, 서로 재밌는 대화를 주고받으며 웃음을 유도했습니다. 그렇게 얼마간의 시간이 지나자 부정적 마인드로 가득했던 후임이 어느새 긍정적 마인드를 가지고 군 생활을 열심히 하기 시작했습니다. 결국 이 후임은 그 후에 부대에서 헌신적이고 능력 있는 병사로 인정받아서 군 생활을 재밌고 보람차게 보내게 되었습니다. 전역이 얼마 안 남았을 때에 이 후임이 직접 찾아와서 “예전에 힘들었을 때 항상 웃으면서 좋은 말들 많이 해주고, 실수한 부분들에 대해서 혼낼 때에도 부드럽고 논리적으로 가르쳐줘서 정말 고마웠었다.” 라는 말을 해주었었는데 그 때의 뿌듯함은 잊을 수 없습니다. 이 일을 계기로 저는 긍정적인 에너지를 주위사람들에게도 적극적으로 전하는 “긍정적 에너자이저”의 힘을 깨닫게 되었습니다. 사회생활을 본격적으로 하게 되면 저를 비롯해서 주변의 많은 사람들이 힘들고 지치는 시기가 분명히 올 것입니다. 그런 상황에서 긍정적 에너지로 매너리즘을 극복하고, 주변의 사람들에게 긍정 에너지를 전해서 주변 사람들이 항상 즐겁게 생활 할 수 있도록 도움을 주는 사람이 되고 싶습니다.삼성은 우리나라 제 1 기업으로 이미 전 세계적으로 높은 인지도와 영향력을 가지고 있습니다. 하지만 사실 저는 삼성이 정말 전 세계적으로 인정받는 기업인지, 아니면 우리나라 기업이기에 여러 가지 면에서 인식이 과장되어 있는 것인지에 대해 확신을 가지지 못하고 있었습니다. 그런 저에게 삼성이 새롭게 다가온 계기가 있었습니다. 바로 작년 겨울에 다녀온 유럽배낭 여행에서의 특별한 경험들입니다. 모두 직접 계획했던 유럽 배낭여행에서 많은 것은 보고 배웠습니다. 말로만 들었던 세계 유명 국가, 도시들의 중심에 서서 그 역사와 문화를 체험했던 그 순간은 절대 잊지 못할 것입니다. 하지만 유럽 전역을 돌아다니면서 저에게 가장 큰 충격을 가져다 준 것은 유럽의 역사나 문화, 다양한 관광거리들이 아니었습니다. 바로 세계인들, 유럽인들이 알고 있는 한국이라는 나라에 대한 인식이 가장 인상적이었습니다. 여러 국가를 여행하면서 현지인들 또는 다른 국적의 사람들과 대화를 하게 됐을 때 한국인인 것을 밝히면 대부분의 사람들, 특히 유럽인들의 경우 굉장히 긍정적인 반응과 함께 자신이 알고 있는 한국에 대해 이야기하는데, 놀랍게도 그 대부분은 삼성에 관한 이야기였습니다. 삼성 휴대폰을 사용하고 있다면서 본인의 휴대폰을 꺼내 보여주던 파리의 상점 아저씨, 한국에서도 출시된 지 얼마 안 된 갤럭시 노트2를 꺼내서 사용하던 40대의 회사원, 삼성 TV를 극찬하던 스위스의 노부부들까지 그들이 생각하는 Korea는 곧 삼성이었고, 삼성이 곧 Korea였습니다. 또한 런던의 중심가 피카델리 서커스, 세계적인 축구팀 첼시, 유럽 대표 공항들을 비롯한 유럽 각지에 화려하게 보이는 삼성 로고들을 보면서 한국에서의 삼성에 대한 인식이 과장된 게 아니라 오히려 평가절하 된 것이었음을 느꼈습니다. 배낭을 도둑맞아서 여권을 다시 만들기 위해 의도치 않게 한국 대사관이 있는 스위스 베른에 방문했을 때 봤던 삼성 갤럭시 광고로 전면 도배된 갤럭시 트램(지상전철)은 정말 컬쳐쇼크였습니다. 유럽에서 유럽에 관련된 것을 보고 느낀 놀라움보다 유럽에 자리 잡고 있는 한국, 그리고 그 중심의 삼성을 보고 느낀 놀라움이 더욱 컸습니다. 그때부터 저는 삼성을 꿈꾸게 되었고, 삼성인이 되어서 글로벌 인재로 성장하는 것을 목표로 하게 되었습니다.제가 지원한 삼성전자 소프트웨어 분야는 제가 전공하고 있는 컴퓨터 공학과 가장 밀접한 관계가 있는 직군으로 역대 최고의 실적을 내고 있는 삼성전자의 성공의 가장 핵심이 되고 있는 분야라고 생각합니다. 그만큼 이 분야에서 성공하려면 전문적인 지식은 물론 다양한 분야의 지식과 경험이 갖춰져야 할 것입니다. 지금 제 자신은 아직 부족한 부분이 많지만, 긍정적인 에너지를 통한 열정과 도전정신으로 차근차근 하나씩 배워가고 있습니다. 기본적인 전공 학습을 통해서 전문적인 지식을 쌓고 있고, 다양한 분야에 대한 지식과 경험을 위해서 전국 단위로 활동하는 대학생 대외활동에서 때로는 학교대표로, 때로는 개인적으로 여러 가지 활동들을 하고 있습니다. 학교대표로서 진행한 다양한 미션을 통해서 평소에는 경험하지 못하는 색다른 도전을 해보았고, 좋은 평가의 결과를 이끌어 내고 있습니다. 무엇보다 경험을 통해서 배우는 것이 가장 효과적이라는 생각을 가지고 어떤 일이든 배우는 자세로 임하려고 노력하고 있고, 다양한 학교와 전공의 사람들과 교류하면서 가장 큰 재산인 사람들과의 인적 교류도 활발히 하고 있습니다. 또한 이 대외활동의 특성상 모바일과 스마트 디바이스 관련 정보를 얻고, 디바이스들을 체험할 기회가 많은데, 이를 통해서 급변하는 스마트 디바이스 분야의 트렌드에 대해서도 뒤처지지 않도록 배우고 있습니다. 아직도 배워야 할 점이 많은 저에게 직접 경험하는 것만큼 좋은 공부는 없다고 생각합니다. 이번 산학인턴십을 통해서 학교에서는 배우지 못하는 실무를 직접 경험하여 더욱 발전할 수 있는 기회가 될 수 있도록 열심히 하겠습니다.                         3,034자5,216                    "
